Reported on,Co. Name,Ext. Requestor,Property Name,Category,Order Group Description,Floor/unit or space,"Breakdown?
(Yes/No)",Description,Nature of feedback/complants (& Finding),Action taken,Start date & time,Acknowledged date,Technically completed on,Status,Customer/ FED Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:36,tenant,Ms Ally,The JTC Summit,Others/Request for Information,lighting,,,DEFECTS: Light bulbs not working,3 internal light bulbs not working. Quotation provided to tenant as faulty lights is inside tenant's unit.,,,,3/8/2017 11:07,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:37,,,Helios,Feedback,Building,,,Wall Cracks,"a) #10-11 (Bruker): To seal up wall cracks and repaint the area
b) #01 SBIC: To seal up wall cracks and repaint the area
c) #12-05 (HSA): To seal up wall cracks and repaint the area
d) #08-12 (Nanostring): To seal up wall cracks and repaint the area
e) #12 Skygarden: To replace some wooden planks and repaint the area
RA: BD/GF/16/25 SO:17-73321 FEMS:12025.01",,,2/28/2017 14:52,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:39,tenant,Mr Chandra,The JTC Summit,Feedback,Building,,,DEFECTS: Unable to unlock door,Lock set faulty. Replaced with new lock set.,,,,3/8/2017 11:07,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:41,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Ivan,Chromos,Feedback,Building,Fire Fighting Lobby,,Door closer not working,B1 FLL - Door unable to close properly.,,,2/28/2017 14:44,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:42,,Ms Cindy,The JTC Summit,Feedback,Pest Control,Toilet,,OTHERS: Fruit flies inside toilet,"Pest control carried out treatment. Monitor, no more flies found.",,,,3/8/2017 11:07,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:45,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Jacobe,Matrix,Feedback,Sanitory Plumbing,,,water tap leaking,B1 Bin Centre - Water tap leaking.,,,2/28/2017 14:47,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:48,,Ms Aimee,The JTC Summit,Feedback,lighting,Office,,DEFECTS: Desk light off intermittently every 15 mins,Light tubes faulty. Replaced 2 new tubes.,,,,3/8/2017 11:07,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:51,,Ms Janice,The JTC Summit,Feedback,Air Conditioning,Theatre,No,OTHERS: No aircon,AHU not scheduled to run as no information was given. Had switch on the A/C accordingly.,,,,3/8/2017 11:07,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:53,,,Helios,Feedback,Building,,,Replacement of hollow tiles and damaged staircase nosing,"a) #01, #02 PLL & Near Lifts: To replace the hollow floor tiles
b) #12 S/C A to rooftop: To repair the damaged staircase nosing
RA: BD/GF/26 SO:17-73322 FEMS:",,,2/28/2017 15:06,3/4/2017 11:00,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:57,,SS Umah,The JTC Summit,Feedback,lighting,Office,,OTHERS: No light at L22,BMS offline. Switched on the light & lights restored back to normal,,,,3/8/2017 11:07,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 14:59,,,CleanTech 1,Others/Request for Information,Building,,,SMM/CTO/01-021 R1 A&A works to alleviate flooding at walkway,A&A works was carried out to control flooding at walkway. Q.Ref No: SMM/CTO/01-021 R1,,,2/28/2017 15:07,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:00,,Walter Liong,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: Air con is not working,"BMS offline. Manually ""ON"" the AHU 22-1 & 22-2",,,,3/8/2017 11:07,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:07,,,The JTC Summit,Feedback,lift,,,OTHERS: Lift faulty,Lift Ebops AC failure. Mitsubishi tech Mr Razman reset the breaker and all lifts back to normal,,,,3/8/2017 11:07,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:07,,,Helios,Feedback,Cleaning & Conservancy,,,Wall dirty,"a) #04 Corridor: Due to pipe leak, need to replace the ceiling boards that are wet
b) #01 to #12 PLL: To repaint the entire PLL from level 1 to level 12
RA: BD/GF/12/16 SO:17-73323 FEMS:12042.01",,,2/28/2017 15:16,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:15,@ASK TRAINING PTE. LTD.,Ms Zenn Lee,The JTC Summit,Feedback,Building,Office,,DEFECTS: Back door catch loose behind unit,Adjusted floor spring,,,,3/8/2017 11:07,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:15,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Arif,Proteos,Feedback,Fire Fighting/Alarm System,Passenger Lift Lobby,No,To replace the Sprinkler cap.,Level 4 Passenger Lift Lobby - To replace the Sprinkler cap.,,,2/28/2017 15:18,,Accepted,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:18,,Ms Sally,The JTC Summit,Feedback,Cleaning & Conservancy,Office,,CLEANLINESS: Ciggarette smell inside unit,No smell observed upon arrival. Replaced AHU filter as precautions.,,,,3/8/2017 11:07,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:22,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Heng (Kleenplus),Centros,Feedback,Sanitory Plumbing,Male Washroom,,Floor Trap Choked,Level 1 Male Toilet - Floor trap choked.,,,2/28/2017 15:24,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:25,@ASK TRAINING PTE. LTD.,Ms Zenn Lee,The JTC Summit,Feedback,Building,Office,,DEFECTS: Unable to close door tightly,"Door unable to close tightly after adjustment to backdoor catch. Tenant requested to set door back to previous setting. Adjusted the floor spring, tenant's EM lock can be closed now.",,,,3/8/2017 11:00,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:29,,Ms Haslina,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: Air con is not working,Room temperature at 24.& deg. Increased air con VAV.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:36,,Ms Maila,The JTC Summit,Feedback,lift,,,OTHERS: Lift is making noise,Mitsubishi tech Mr Razman inform that they found the fan to be noisy as paper stuck on it. They had remove it and lift restored back to normal.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:47,,Ms Adelene,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: Aircon very cold,Room temperature at 22.6 deg. Reduced air con VAV.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:53,,Mr Choong,The JTC Summit,Feedback,Toilet,Toilet,,OTHERS: No paper roll inside toilet,Hand towel used up. Cleaner replenish hand towel.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:56,,Ms Joanne,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: Aircon not cold,"Room temperature at 24.6 deg. Increased VAV, room temperature at 23.6 deg.",,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 15:59,,,CONNEXIS,Others/Request for Information,Audio-video equipment,,,JTC/SO-17-73364 Quotation to rent video projector for events at Genexis threater,JTC/SO-17-73364 Quotation to rent video projector for events at Genexis threater,,,2/28/2017 16:07,3/2/2017 19:25,Completed,internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:01,,Mr Heiryl,The JTC Summit,Feedback,Air Conditioning,,No,OTHERS: Air con too cold,Temperature is acceptable at 23.4 deg.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:05,GATTEFOSSE ASIA PACIFIC PTE. LTD.,Ms Zen,The JTC Summit,Others/Request for Information,Air Conditioning,Office,No,OTHERS: Aircon not working,Temperature is acceptable at 22 deg.,,,,3/8/2017 11:00,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:07,,SS Umah,The JTC Summit,Feedback,lighting,Office,,OTHERS: Lights is not working,Lighting's circuit offline. Switched on the light and all lights restored back to normal,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:09,tenant,Mr Max,The JTC Summit,Others/Request for Information,Air Conditioning,Office,No,OTHERS: Air con not working,No adjustment required as tenant is fine with air con temperature (23.3 deg),,,,3/8/2017 11:00,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:13,,,SE-HUB,Others/Request for Information,Fire Safety,,,SMM/SEH/02-169 - Replace the UPS batteries for fire alarm system (PC base),"FEMS 12074, SMM/SEH/02-169 - Replace the UPS batteries for fire alarm system (PC base)",,,3/1/2017 18:32,3/17/2017 10:38,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:13,,Ms Tang,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: Air con too cold,VAV temperature set point is 22 deg. Adjusted VAV flow rate to room temperature 24 deg.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:18,,Ms Janice,The JTC Summit,Feedback,Air Conditioning,Lobby,No,OTHERS: Air con is too cold,Temp inside hall is 22 deg. Adjusted A/C temp to 24 deg.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:20,,Ms Sally,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: Air con is blowing directly downwards,"Unable to adjust. Reduced VAV volume to 200 m3/h, back to normal",,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:22,,,Helios,Feedback,Building,,,Improvement works to the footpath,"As pedestrians going to Metropolis via the linkbridge at Helios, they tend to step on the landscape area and thus cause damages to the grass patch.  As an initiative, to construct a footpath at the area for pedestrians to walk.
RA: BD/GF/26 SO:17-73324 FEMS:12078.00",,,2/28/2017 16:36,3/14/2017 16:20,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:27,,Ms Sally,The JTC Summit,Feedback,Toilet,Toilet,,CLEANLINESS: Toilet smelly,Found 2 urinal choked upon arrival. Temporarily closed the urinal.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:30,EXXONMOBIL ASIA PACIFIC PTE. LTD.,Ms Diana,The JTC Summit,Feedback,lighting,,,DEFECTS: Light flickering,Replaced 1 new light tube,,,,3/8/2017 11:00,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:35,,Ms Joyce,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: Air con stuffy,Increased VAV volume to 450 m3/h from 380 m3/h,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:37,,Ms Judy,The JTC Summit,Feedback,lift,,,OTHERS: Lift not levelled,Mitsubishi tech informed that lift is running normal upon arrival.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:37,,,Chromos,Feedback,Building,,,Multiple building works in several locations,"a) #02-01: To replace 1 no. of floor spring
b) Playground: To refix the loose bench and pull up bar
c) #04-01: To seal up wall cracks and repaint the area and replace 3 pairs of door hinges
RA: BD/GF/13/25 SO:17-73325 FEMS:12087.00",,,2/28/2017 16:48,3/6/2017 11:05,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:39,,Ms Ally,The JTC Summit,Feedback,lighting,Office,,DEFECTS: Light bulb need change,2 bulbs inside tenant's unit not working. Replaced faulty light tube and all back to normal.,,,,3/8/2017 11:00,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:41,,Ms Rui Ying,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: Air con stuffy,No adjustment is required as tenant is fine with air con temp. (23.7 deg),,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:44,,Mr Salleh,The JTC Summit,Feedback,Sanitory Plumbing,Toilet,,DEFECTS: No water,Basin sensor faulty. Replaced faulty sensor and all back to normal.,,,,3/8/2017 11:00,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 16:50,,,Nanos,Feedback,Building,,,Building works at multiple locations,"a) B2 outside PLL: To seal up wall cracks and repaint the area
b) #07: To seal up using backer rod and hi-build sealant from external cladding due to water seepage
RA: BD/GF/16/34 SO:17-73328 FEMS:12096.00",,,2/28/2017 17:03,3/4/2017 12:26,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 17:13,NANYANG TECHNOLOGICAL UNIVERSITY (NEWRI & ERI@N),Ghius Farivar,CleanTech 1,Others/Request for Information,Security & Safety Services,,,Tenant request to unlock door at #02-24,"Ghius came to Management Office to request to unlock office door at #02-24, called Catherine as it is Saturday 1.47pm, office closed. He was asked to fill up tenant request form",,,3/3/2017 11:17,3/3/2017 11:17,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 17:21,,,Proteos,Feedback,Building,,,Building works at multiple locations,"a) #07-01: To seal up the glass panel due to water seepage
b) #01 glass door: To supply and replace 1 no. of floor spring
c) #06 skybridge: To supply and replace 1 no. of floor spring
RA: BD/GF/25/34 SO:17-73329 FEMS:12098.00",,,2/28/2017 17:36,3/16/2017 18:09,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 17:37,,,Chromos,Feedback,Sanitory Plumbing,,,Shower Leaks,"To supply and replace 3 nos of shower set:-
a) Blk 1 #01 L/T
b) Blk 1 #01 G/T
c) Blk 7 #01 G/T
RA: SA/GF/05 SO:17-73330 FEMS:12099.01",,,2/28/2017 17:41,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 17:42,,,Helios,Feedback,Sanitory Plumbing,,,Replace taps,"a to e) To supply 5 nos of bib wall tap:-
a) Blk 7 B1 Bin Centre
b) Blk 7 B2 Pillar #02
c) Blk 2 B2 Pillar #01
d) Blk 1 #05 L/T WC #02
e) Blk 3 #02 H/T
f) #06 G/T Urinal no. 3: To replace 1 no. of sensor assembly
g to i) To supply 4 nos of bidet spray:-
g) Blk 7 #01 G/T & #01 L/T
h) Blk 6 #01 H/T
i) Blk 4 #02 G/T
j) #01 H/T: To replace 1 no. of basin tap
RA: SA/GF/01/05 SO:17-73332 FEMS:12100.01",,,2/28/2017 17:50,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 17:51,,,Matrix,Feedback,Sanitory Plumbing,,,Replacement of sanitary works at several locations,"a) B2 Pantry: To replace water dispenser filters (Labour)
b) #09 G/T Urinal no. 3: To replace 1 no. of piston assembly
RA: SA/GF/02/05/15 SO:17-73334 FEMS:12101.00",,,2/28/2017 17:58,3/15/2017 16:42,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017 17:59,,,Chromos,Feedback,Sanitory Plumbing,,,Toilet not flushing,"a) #01 H/T WC: To replace 1 no. of piston assembly, 1 no. of rod for attaching push button, 1 no. of wc sensor solenoid valve, 1 no. of wc sensor assembly (Labour)
b) #03 G/T Urinal no. 4: To replace 1 no. of elbow coupling for tubing, 1 no. of solenoid valve, 1 no. of sensor assembly
c) #03 L/T Basin no. 1: To replace 1 no. of basin sensor
RA: SA/GF/01/02 SO:17-73335 FEMS:12102.01",,,2/28/2017 18:08,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2017 10:20,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,SYMBIOSIS,Feedback,Sanitory Plumbing,,,Toilet choked,Symbiosis Level 7 Female Toilet last cubicle choked.,,,3/1/2017 10:24,3/4/2017 15:01,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2017 10:25,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,SYMBIOSIS,Feedback,lighting,,,Replace light tube/bulb,Symbiosis Level 11 Male Toilet c#1 light blown.,,,3/1/2017 10:30,3/4/2017 15:01,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
